"id","wave","country_name","iso_code","marital_status","num_of_children","rural_urban_living","age_category","education","gender","employment","trust_people","freq_rel_service_use","freq_internet_personal","freq_sports","freq_social_activities","vol_community_service","vol_education_cult_org","vol_social_charities","vol_political_parties","vol_other_organisation","volunteering_frequency","sei_left_out_soc","sei_life_is_complicated","sei_not_recognised","sei_looked_down","sei_feel_close_to_people","sei","mwbi_felt_cheerful","mwbi_felt_calm","mwbi_felt_active","mwbi_felt_fresh","mwbi_life_is_interesting","mwbi_felt_tense","mwbi_felt_lonely","mwbi_felt_downhearted","mwbi","wlbc_too_tired_household","wlbc_fam_responsibilities","wlbc_cannot_focus_on_work","wlbc","hrs_work_first_job","hrs_work_additional_job","work_hrs"
"BE1002407","2011","Spain","ES","Married or living with partner","1","A city or city suburb","50-64","Primary education (ISCED 1)","Male","Retired",5,3,2,5,4,3,4,4,4,4,2,5,5,2,4,2,2,3,3,3,1,3,5,6,5,68,NA,NA,NA,NA,NA,NA,NA
"BE1023814","2011","France","FR","Married or living with partner","2","A village/small town","25-34","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",5,5,2,5,5,4,4,4,4,4,1,5,5,3,5,2,1.5,2,2,2,4,2,5,5,6,72,5,5,5,1,30,NA,30
"BE1217314","2011","Spain","ES","Married or living with partner","0","A village/small town","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",7,5,2,1,4,4,4,3,4,4,2,2,3,3,4,3,3,1,2,1,2,1,5,6,6,92,5,5,5,1,10,NA,10
"BE1086621","2011","Spain","ES","Married or living with partner","0","A village/small town","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",6,4,3,4,4,4,4,2,2,3,2,1,2,2,1,2,4.5,2,1,2,3,2,2,2,3,80,2,3,2,3,40,NA,40
"BE1052614","2011","Italy","IT","Separated or divorced and not living with partner","2","A city or city suburb","65+","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,5,1,5,5,4,2,4,4,4,3,4,4,3,4,4,2.25,5,4,2,2,2,6,6,6,60,5,5,5,1,45,NA,45
"BE1084518","2011","Spain","ES","Married or living with partner","1","A medium to large town","35-49","Tertiary education - advanced level (ISCED 6)","Female","Employed (includes on leave)",9,5,1,5,5,4,4,4,4,4,1,5,5,2,5,2,1.75,2,3,3,3,2,4,5,6,68,1,2,2,3,50,NA,50
"BE1062009","2011","France","FR","Married or living with partner","3","A medium to large town","65+","Primary education (ISCED 1)","Female","Retired",1,4,5,5,5,4,4,4,4,4,1,2,2,2,4,2,3.5,6,4,4,4,3,2,5,3,36,NA,NA,NA,NA,NA,NA,NA
"BE1155012","2011","France","FR","Married or living with partner","2","A medium to large town","65+","Primary education (ISCED 1)","Female","Retired",8,4,4,4,4,4,4,4,4,4,1,4,2,2,2,2,3.5,1,3,2,5,2,5,5,5,68,NA,NA,NA,NA,NA,NA,NA
"BE1113309","2011","France","FR","Married or living with partner","4","A medium to large town","65+","Primary education (ISCED 1)","Female","Retired",5,5,5,2,4,4,4,4,4,4,1,2,4,4,NA,1,NA,2,2,2,2,2,4,4,4,80,NA,NA,NA,NA,NA,NA,NA
"BE1120509","2011","Germany","DE","Separated or divorced and not living with partner","2","A village/small town","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,4,2,3,4,3,4,4,4,4,2,4,4,5,5,3,1.5,2,3,2,2,3,4,5,6,72,3,5,5,1,40,NA,40
"BE1122410","2011","United Kingdom","GB","Never married and not living with partner","0","A village/small town","25-34","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",5,5,1,1,5,4,4,4,4,4,1,3,3,4,2,2,3,2,3,2,2,2,3,6,6,76,5,5,5,1,30,NA,30
"BE1120610","2011","United Kingdom","GB","Married or living with partner","1","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,4,1,2,3,2,4,4,4,4,3,4,4,2,2,2,3,2,3,4,5,3,5,6,3,52,1,4,5,2,14,10,24
"BE1128214","2011","United Kingdom","GB","Married or living with partner","1","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",9,5,1,1,2,4,4,4,4,4,1,5,5,4,4,2,1.5,2,2,2,2,2,5,6,6,80,4,5,5,1,7,NA,7
"BE1076822","2011","Spain","ES","Never married and not living with partner","0","A village/small town","18-24","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",5,4,4,1,4,4,4,4,3,4,2,5,5,5,5,2,1,1,1,1,1,1,6,6,6,100,5,5,5,1,20,NA,20
"BE1198625","2011","United Kingdom","GB","Married or living with partner","2","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",1,5,1,2,5,4,4,4,4,4,1,4,4,3,2,2,2.75,3,3,4,5,4,3,4,3,44,2,5,5,2,14,NA,14
"BE1154314","2011","Spain","ES","Married or living with partner","2","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",3,4,5,5,5,4,4,4,4,4,1,5,3,4,5,2,1.75,3,3,3,2,5,5,6,6,56,NA,NA,NA,NA,NA,NA,NA
"BE1042007","2011","France","FR","Married or living with partner","1","A village/small town","25-34","Upper secondary education (ISCED 3)","Female","Homemaker",5,5,1,5,5,4,4,4,4,4,1,5,4,5,5,2,1.25,4,6,6,6,5,1,1,1,12,NA,NA,NA,NA,NA,NA,NA
"BE1018010","2011","France","FR","Never married and not living with partner","0","The open countryside","35-49","Tertiary education - advanced level (ISCED 6)","Female","Employed (includes on leave)",5,4,1,2,2,1,1,4,4,4,3,5,5,2,2,5,2.5,3,3,2,2,2,6,6,6,72,4,4,5,1,40,NA,40
"BE1018111","2011","France","FR","Married or living with partner","3","A medium to large town","65+","Primary education (ISCED 1)","Female","Retired",5,4,1,2,5,4,4,4,4,4,1,2,4,2,2,2,3.5,2,2,2,2,2,5,6,6,80,NA,NA,NA,NA,NA,NA,NA
"BE1221511","2011","United Kingdom","GB","Married or living with partner","2","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",9,4,1,2,2,1,1,2,4,4,3,5,5,4,5,1,1.25,1,2,1,2,1,5,6,6,92,5,5,5,1,32,NA,32
"BE1139014","2011","United Kingdom","GB","Separated or divorced and not living with partner","2","A medium to large town","35-49","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",1,4,2,1,5,4,1,4,4,4,3,3,1,2,5,4,3.25,2,5,6,4,2,3,5,5,44,1,2,3,2,30,NA,30
"BE1208011","2011","Spain","ES","Married or living with partner","1","A medium to large town","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Unemployed",7,5,1,5,5,3,4,4,3,4,2,5,5,4,5,1,1.25,2,2,2,2,2,6,6,6,80,NA,NA,NA,NA,NA,NA,NA
"BE1132310","2011","United Kingdom","GB","Married or living with partner","2","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",7,4,1,3,4,4,2,3,4,4,2,4,4,4,4,2,2,5,4,4,4,5,3,6,6,32,3,5,5,1,45,NA,45
"BE1043311","2011","Spain","ES","Separated or divorced and not living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Female","Student",7,5,1,2,4,3,3,3,4,4,2,4,4,4,4,2,2,1,1,1,2,1,5,6,6,96,NA,NA,NA,NA,NA,NA,NA
"BE1022308","2011","Germany","DE","Separated or divorced and not living with partner","1","A medium to large town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",5,5,2,3,5,4,4,4,4,4,1,5,5,5,5,3,1,2,2,3,4,3,5,6,5,64,3,3,3,1,38,NA,38
"BE1028112","2011","United Kingdom","GB","Never married and not living with partner","1","A village/small town","50-64","Lower secondary education (ISCED 2)","Female","Unable to work - disability/illness",3,5,2,5,2,4,4,4,4,4,1,2,1,2,2,4,4.25,6,6,6,6,6,2,2,2,0,NA,NA,NA,NA,NA,NA,NA
"BE1060108","2011","United Kingdom","GB","Married or living with partner","3","A city or city suburb","50-64","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",7,4,3,2,5,2,4,2,4,4,3,4,4,3,4,2,2.25,2,3,3,4,3,6,6,6,60,2,5,5,2,23,8,31
"BE1201509","2011","United Kingdom","GB","Married or living with partner","1","A medium to large town","50-64","Lower secondary education (ISCED 2)","Female","Unable to work - disability/illness",7,5,5,5,5,4,4,4,4,4,1,2,2,2,3,4,3.75,5,5,6,6,5,2,2,2,12,NA,NA,NA,NA,NA,NA,NA
"BE1064516","2011","United Kingdom","GB","Married or living with partner","2","A city or city suburb","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,4,1,2,2,4,4,1,4,4,3,5,5,5,5,4,1,2,2,2,3,2,6,6,6,76,3,4,4,1,15,NA,15
"BE1020508","2011","Italy","IT","Never married and not living with partner","0","A village/small town","18-24","Upper secondary education (ISCED 3)","Male","Student",7,3,1,2,3,4,4,3,4,3,2,5,4,4,5,2,1.5,2,2,1,3,2,5,6,6,80,NA,NA,NA,NA,NA,NA,NA
"BE1221006","2011","Germany","DE","Married or living with partner","2","The open countryside","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",4,4,1,2,3,4,4,4,2,4,3,5,5,2,5,3,1.75,3,3,3,3,3,4,4,4,60,4,4,4,1,38,NA,38
"BE1223008","2011","France","FR","Married or living with partner","2","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,5,1,5,5,4,4,4,4,4,1,1,1,5,5,4,3,6,6,1,6,2,1,5,2,36,1,1,5,2,40,NA,40
"BE1036616","2011","Italy","IT","Never married and not living with partner","0","A city or city suburb","18-24","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,5,2,1,5,4,4,4,4,4,1,4,1,2,5,4,3,2,3,2,6,2,5,5,5,60,1,2,5,2,40,NA,40
"BE1246417","2011","Spain","ES","Married or living with partner","5 or more children","A village/small town","50-64","No education completed (ISCED 0)","Male","Unemployed",3,4,5,4,4,4,4,4,4,4,1,1,1,2,1,3,4.75,5,5,4,5,5,6,4,4,24,NA,NA,NA,NA,NA,NA,NA
"BE1249925","2011","France","FR","Married or living with partner","4","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",7,3,2,3,4,4,4,4,4,2,3,5,4,4,4,2,1.75,2,4,2,2,2,5,6,6,72,2,2,3,2,45,NA,45
"BE1098422","2011","France","FR","Married or living with partner","2","A city or city suburb","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",4,4,2,4,5,4,4,4,4,4,1,3,2,1,4,2,3.5,2,4,2,4,2,2,6,5,64,1,2,2,3,40,NA,40
"BE1098725","2011","Spain","ES","Married or living with partner","2","A village/small town","35-49","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",3,5,5,5,5,4,4,4,4,4,1,4,5,5,5,1,1.25,2,2,2,2,4,5,5,5,72,5,5,5,1,15,NA,15
"BE1101508","2011","Germany","DE","Widowed and not living with partner","4","A village/small town","65+","Lower secondary education (ISCED 2)","Male","Retired",3,2,1,2,1,1,2,4,NA,NA,3,5,1,1,2,1,3.75,1,2,2,3,3,4,6,6,76,NA,NA,NA,NA,NA,NA,NA
"BE1123007","2011","France","FR","Married or living with partner","3","A village/small town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",1,5,1,5,5,4,4,4,4,4,1,1,1,5,2,3,3.75,6,6,6,6,5,1,4,1,4,1,3,3,2,28,NA,28
"BE1128012","2011","United Kingdom","GB","Married or living with partner","2","A village/small town","35-49","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",7,5,1,2,5,4,4,4,4,4,1,5,4,3,5,1,1.75,2,3,3,5,4,4,6,5,52,2,5,5,2,27,NA,27
"BE1128517","2011","Germany","DE","Married or living with partner","2","A medium to large town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",2,4,1,3,3,3,4,4,3,3,2,2,1,2,3,2,4,3,2,4,3,3,2,4,3,60,2,3,3,2,37,NA,37
"BE1204209","2011","Germany","DE","Never married and not living with partner","0","A village/small town","18-24","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Student",6,5,1,2,5,4,4,4,4,4,1,5,5,NA,NA,3,NA,4,6,1,4,1,1,5,5,56,NA,NA,NA,NA,NA,NA,NA
"BE1045818","2011","Germany","DE","Never married and not living with partner","0","A village/small town","18-24","Upper secondary education (ISCED 3)","Female","Student",6,5,1,2,5,4,2,4,4,4,3,5,5,5,5,2,1,2,2,2,2,2,5,5,5,80,NA,NA,NA,NA,NA,NA,NA
"BE1046516","2011","Germany","DE","Married or living with partner","3","A village/small town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",5,1,2,5,2,4,4,4,4,4,1,5,5,5,4,1,1.25,2,2,2,1,3,5,6,6,80,4,4,4,1,40,NA,40
"BE1048821","2011","Spain","ES","Married or living with partner","0","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,5,1,1,4,4,3,4,4,4,2,5,1,5,2,2,2.75,5,2,3,2,3,5,6,5,60,3,2,4,2,47,NA,47
"BE1049216","2011","Spain","ES","Married or living with partner","0","A medium to large town","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",8,5,1,4,5,4,4,4,4,4,1,5,5,5,5,2,1,2,2,2,2,2,4,6,6,80,2,2,2,3,50,NA,50
"BE1051815","2011","Germany","DE","Married or living with partner","2","The open countryside","50-64","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",8,5,1,2,2,4,4,4,4,4,1,5,5,5,5,2,1,1,2,3,1,1,6,6,6,88,3,5,5,1,40,NA,40
"BE1055213","2011","Spain","ES","Married or living with partner","4","A village/small town","65+","Primary education (ISCED 1)","Female","Homemaker",6,3,5,5,5,4,4,4,4,4,1,5,4,1,5,1,2.25,5,2,1,1,1,6,6,1,80,NA,NA,NA,NA,NA,NA,NA
"BE1161817","2011","Italy","IT","Separated or divorced and not living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",5,4,1,4,3,4,3,4,4,4,2,5,3,3,5,3,2,3,3,3,3,3,4,6,6,60,3,4,4,1,26,NA,26
"BE1072919","2011","Germany","DE","Separated or divorced and not living with partner","0","A medium to large town","25-34","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",9,4,1,2,2,3,3,3,4,4,2,4,4,4,4,2,2,2,2,2,2,2,3,6,5,80,4,4,4,1,39,NA,39
"BE1055617","2011","Italy","IT","Never married and not living with partner","0","The open countryside","35-49","Lower secondary education (ISCED 2)","Male","Unemployed",3,5,1,5,5,4,4,4,4,4,1,3,1,2,5,4,3.25,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"BE1057316","2011","United Kingdom","GB","Married or living with partner","2","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,5,1,2,5,4,4,4,4,4,1,4,5,4,4,2,1.75,2,2,3,3,2,5,6,6,72,2,5,5,2,35,NA,35
"BE1121813","2011","United Kingdom","GB","Married or living with partner","4","A city or city suburb","35-49","Lower secondary education (ISCED 2)","Female","Unable to work - disability/illness",5,5,1,5,5,4,4,4,4,4,1,3,2,3,2,1,3.5,5,5,4,6,5,5,6,5,20,NA,NA,NA,NA,NA,NA,NA
"BE1125514","2011","Italy","IT","Married or living with partner","2","A city or city suburb","65+","Primary education (ISCED 1)","Male","Retired",6,3,5,5,5,4,4,4,4,4,1,5,4,3,NA,1,NA,3,2,3,2,2,4,3,4,72,NA,NA,NA,NA,NA,NA,NA
"BE1157923","2011","Italy","IT","Married or living with partner","2","A city or city suburb","65+","Upper secondary education (ISCED 3)","Male","Retired",6,5,5,1,5,3,4,4,4,4,2,5,2,2,5,1,2.5,3,4,4,6,3,1,6,5,40,NA,NA,NA,NA,NA,NA,NA
"BE1159117","2011","Italy","IT","Married or living with partner","1","A city or city suburb","65+","Upper secondary education (ISCED 3)","Male","Retired",5,5,5,5,5,4,4,4,4,4,1,5,5,4,2,2,2,1,1,6,4,1,6,6,6,68,NA,NA,NA,NA,NA,NA,NA
"BE1032511","2011","Italy","IT","Married or living with partner","2","A city or city suburb","65+","Lower secondary education (ISCED 2)","Male","Retired",5,3,5,5,5,4,4,4,4,4,1,5,4,4,5,2,1.5,3,3,3,3,5,5,6,6,52,NA,NA,NA,NA,NA,NA,NA
"BE1182113","2011","Italy","IT","Married or living with partner","2","A city or city suburb","65+","Lower secondary education (ISCED 2)","Male","Retired",7,5,5,5,5,4,4,4,4,4,1,4,5,4,5,1,1.5,1,2,2,2,3,5,6,6,80,NA,NA,NA,NA,NA,NA,NA
"BE1220106","2011","Italy","IT","Married or living with partner","0","A medium to large town","65+","Upper secondary education (ISCED 3)","Male","Retired",2,2,5,5,5,4,4,4,4,4,1,2,3,3,3,3,3.25,3,3,3,3,3,5,5,5,60,NA,NA,NA,NA,NA,NA,NA
"BE1166721","2011","Italy","IT","Widowed and not living with partner","0","A village/small town","50-64","Lower secondary education (ISCED 2)","Female","Other",1,2,1,5,5,4,4,4,4,4,1,4,2,2,2,2,3.5,6,6,6,6,6,1,1,1,0,NA,NA,NA,NA,NA,NA,NA
"BE1130308","2011","United Kingdom","GB","Never married and not living with partner","1","A city or city suburb","18-24","Lower secondary education (ISCED 2)","Female","Homemaker",4,5,1,4,5,4,4,4,4,4,1,4,4,3,1,4,3,2,2,2,4,2,2,5,6,72,NA,NA,NA,NA,NA,NA,NA
"BE1134716","2011","United Kingdom","GB","Never married and not living with partner","0","A village/small town","18-24","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,4,1,4,4,4,4,4,4,4,1,4,4,4,4,2,2,3,4,5,4,3,3,2,3,44,4,4,5,1,24,NA,24
"BE1048922","2011","Spain","ES","Married or living with partner","2","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",9,1,5,1,1,4,1,4,4,4,3,4,4,4,4,1,2,2,2,2,2,1,6,6,6,84,5,5,5,1,6,NA,6
"BE1109213","2011","Italy","IT","Never married and not living with partner","0","A medium to large town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,5,1,2,4,4,4,4,4,4,1,5,4,4,4,2,1.75,4,3,2,6,4,4,5,6,44,3,4,5,1,40,NA,40
"BE1047012","2011","Italy","IT","Separated or divorced and not living with partner","2","A city or city suburb","65+","Lower secondary education (ISCED 2)","Female","Retired",6,4,4,5,5,3,4,4,4,4,2,5,5,1,5,1,2,1,3,2,4,3,5,2,3,68,NA,NA,NA,NA,NA,NA,NA
"BE1048619","2011","Germany","DE","Married or living with partner","0","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",7,5,1,1,5,4,4,4,4,4,1,5,4,5,5,3,1.25,3,4,3,4,1,2,6,4,60,1,2,2,3,55,NA,55
"BE1050410","2011","Germany","DE","Married or living with partner","3","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",4,4,2,3,4,4,3,4,4,4,2,5,5,5,5,2,1,3,2,2,2,2,4,6,6,76,4,4,4,1,38,NA,38
"BE1069420","2011","Germany","DE","Married or living with partner","1","A village/small town","35-49","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",8,4,1,3,4,3,3,3,4,4,2,4,3,4,4,2,2.25,2,2,3,2,2,4,6,5,76,3,4,4,1,38,NA,38
"BE1031207","2011","France","FR","Married or living with partner","3","The open countryside","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",5,5,1,2,2,4,1,4,4,4,3,3,1,2,1,1,4.25,2,2,2,1,2,6,6,6,84,3,4,4,1,40,NA,40
"BE1032309","2011","Germany","DE","Married or living with partner","2","A village/small town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",2,5,1,4,4,4,3,4,4,4,2,5,5,4,4,1,1.5,2,2,2,2,3,6,6,6,76,3,5,5,1,25,NA,25
"BE1034311","2011","Germany","DE","Married or living with partner","1","A city or city suburb","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",2,4,4,5,5,4,4,4,4,4,1,5,5,5,5,3,1,1,2,3,2,2,2,6,6,80,1,2,4,2,40,NA,40
"BE1212713","2011","Germany","DE","Never married and not living with partner","0","A city or city suburb","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Employed (includes on leave)",2,4,1,2,3,3,3,4,4,4,2,5,4,3,4,3,2,2,2,1,2,1,5,4,5,88,2,4,3,2,38,NA,38
"BE1214513","2011","Germany","DE","Never married and not living with partner","0","A city or city suburb","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Employed (includes on leave)",4,4,1,1,3,3,3,3,4,4,2,4,3,1,4,4,3,3,2,2,3,1,4,5,5,76,2,4,3,2,39,NA,39
"BE1001002","2011","Germany","DE","Separated or divorced and not living with partner","2","A city or city suburb","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Employed (includes on leave)",7,4,2,4,4,4,4,4,4,4,1,4,2,1,4,4,3.25,3,5,4,5,3,1,5,4,40,1,1,1,3,48,12,60
"BE1237619","2011","Italy","IT","Separated or divorced and not living with partner","3","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",4,5,1,3,5,4,4,4,4,4,1,3,3,4,3,4,2.75,3,4,2,3,4,3,2,2,56,3,4,2,2,40,20,60
"BE1245517","2011","Italy","IT","Never married and not living with partner","0","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",4,5,2,1,3,1,1,4,4,4,3,4,2,2,4,2,3,3,4,1,5,2,4,2,2,60,2,5,5,2,40,NA,40
"BE1246114","2011","Germany","DE","Married or living with partner","2","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",5,5,1,2,2,3,3,3,4,2,2,3,3,2,3,2,3.25,2,3,2,3,4,4,4,6,64,2,2,3,2,50,NA,50
"BE1194318","2011","Germany","DE","Married or living with partner","1","A city or city suburb","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",6,5,5,5,5,4,4,4,4,4,1,2,1,3,2,2,4,1,2,4,2,3,2,3,2,72,3,2,3,2,40,NA,40
"BE1042108","2011","Spain","ES","Married or living with partner","1","A village/small town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",4,4,1,2,2,4,4,4,4,4,1,5,5,5,5,1,1,4,5,4,4,3,2,3,3,40,1,1,1,3,40,NA,40
"BE1216414","2011","Spain","ES","Separated or divorced and not living with partner","2","A village/small town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",1,5,3,5,4,4,4,4,3,4,2,5,4,3,5,2,1.75,3,6,5,6,5,2,6,3,20,1,2,1,3,48,NA,48
"BE1217819","2011","Italy","IT","Never married and not living with partner","0","A village/small town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,3,3,2,4,3,4,4,4,4,2,2,4,3,5,2,2.5,3,4,2,3,3,4,4,4,60,3,4,3,1,36,NA,36
"BE1156013","2011","Italy","IT","Widowed and not living with partner","0","A medium to large town","35-49","Lower secondary education (ISCED 2)","Female","Unemployed",4,3,5,5,5,4,4,4,4,4,1,1,1,3,1,3,4.5,6,5,3,5,5,2,1,2,24,NA,NA,NA,NA,NA,NA,NA
"BE1040914","2011","Germany","DE","Separated or divorced and not living with partner","1","A medium to large town","50-64","Tertiary education - advanced level (ISCED 6)","Female","Employed (includes on leave)",6,4,1,2,3,4,4,4,4,4,1,5,5,4,5,3,1.25,3,3,4,4,2,5,6,6,56,4,4,4,1,35,NA,35
"BE1073516","2011","Germany","DE","Married or living with partner","1","A medium to large town","50-64","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",2,4,1,3,4,4,4,4,4,4,1,5,4,2,3,4,2.5,2,3,3,4,3,5,6,5,60,2,3,5,2,40,NA,40
"BE1079522","2011","Spain","ES","Married or living with partner","2","A village/small town","35-49","Lower secondary education (ISCED 2)","Female","Homemaker",3,4,5,3,5,3,4,4,4,4,2,5,5,5,5,1,1,5,5,3,5,5,5,6,5,28,NA,NA,NA,NA,NA,NA,NA
"BE1149823","2011","Italy","IT","Never married and not living with partner","0","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,4,1,1,2,4,4,4,4,4,1,5,5,5,5,3,1,1,1,2,2,2,5,6,6,88,2,5,5,2,NA,NA,NA
"BE1174114","2011","Germany","DE","Separated or divorced and not living with partner","1","A medium to large town","18-24","Lower secondary education (ISCED 2)","Female","Unemployed",4,4,1,2,4,4,2,4,4,2,3,3,2,2,3,1,3.5,2,2,2,2,2,2,6,5,80,NA,NA,NA,NA,NA,NA,NA
"BE1211308","2011","Spain","ES","Married or living with partner","4","A city or city suburb","50-64","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,5,4,5,5,4,4,4,4,4,1,5,5,3,5,2,1.5,2,3,2,2,3,5,6,6,72,1,4,3,2,40,NA,40
"BE1112409","2011","Spain","ES","Married or living with partner","3","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",4,4,1,4,4,4,4,4,4,4,1,5,5,5,5,2,1,3,4,2,2,3,4,5,5,64,4,4,3,1,40,NA,40
"BE1165518","2011","Spain","ES","Widowed and not living with partner","2","A city or city suburb","65+","Upper secondary education (ISCED 3)","Male","Retired",1,4,5,5,5,4,4,4,4,4,1,5,5,4,4,1,1.5,2,2,3,3,2,4,4,4,72,NA,NA,NA,NA,NA,NA,NA
"BE1047618","2011","Spain","ES","Married or living with partner","1","A city or city suburb","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,2,5,2,5,4,3,4,4,4,2,3,3,3,2,3,3.25,4,5,6,5,5,4,3,5,20,2,3,2,3,38,NA,38
"BE1043715","2011","France","FR","Married or living with partner","2","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",6,5,2,2,5,4,4,4,4,4,1,5,2,4,4,2,2.25,4,4,3,4,4,5,6,6,44,4,4,4,1,35,NA,35
"BE1046112","2011","France","FR","Married or living with partner","3","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,5,1,5,5,4,4,4,4,4,1,5,5,2,5,1,1.75,3,2,3,3,3,6,6,6,64,1,4,5,2,39,NA,39
"BE1048518","2011","Spain","ES","Never married and not living with partner","0","A medium to large town","18-24","Tertiary education - first level (ISCED 5)","Female","Student",7,5,1,2,5,4,4,4,4,4,1,5,5,5,5,1,1,2,2,2,5,2,5,6,6,68,NA,NA,NA,NA,NA,NA,NA
"BE1175822","2011","Spain","ES","Never married and not living with partner","0","A medium to large town","18-24","Primary education (ISCED 1)","Female","Employed (includes on leave)",5,5,2,5,5,4,4,4,4,4,1,4,4,4,4,1,2,2,2,3,5,2,6,6,6,64,5,5,5,1,30,NA,30
"BE1178724","2011","Germany","DE","Married or living with partner","1","A village/small town","25-34","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",6,5,2,2,4,4,4,4,4,4,1,5,5,2,2,4,2.5,3,2,2,2,3,4,6,5,72,3,3,3,1,41,NA,41
"BE1179927","2011","Germany","DE","Separated or divorced and not living with partner","0","A city or city suburb","35-49","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",7,5,1,2,3,3,3,4,3,4,2,4,2,4,3,4,2.75,4,5,4,3,4,3,4,4,40,2,2,4,2,35,NA,35
