"id","wave","country_name","iso_code","marital_status","num_of_children","rural_urban_living","age_category","education","gender","employment","trust_people","freq_rel_service_use","freq_internet_personal","freq_sports","freq_social_activities","vol_community_service","vol_education_cult_org","vol_social_charities","vol_political_parties","vol_other_organisation","volunteering_frequency","sei_left_out_soc","sei_life_is_complicated","sei_not_recognised","sei_looked_down","sei_feel_close_to_people","sei","mwbi_felt_cheerful","mwbi_felt_calm","mwbi_felt_active","mwbi_felt_fresh","mwbi_life_is_interesting","mwbi_felt_tense","mwbi_felt_lonely","mwbi_felt_downhearted","mwbi","wlbc_too_tired_household","wlbc_fam_responsibilities","wlbc_cannot_focus_on_work","wlbc","hrs_work_first_job","hrs_work_additional_job","work_hrs"
"KO1113410","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,4,1,4,5,4,4,4,4,4,1,5,5,5,5,1,1,2,2,2,2,4,5,6,6,72,2,2,3,2,56,NA,56
"KO1114007","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",4,4,1,3,4,4,4,4,3,4,2,4,4,5,3,2,2,2,2,2,2,3,4,6,6,76,2,3,4,2,10,NA,10
"KO1114108","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",5,4,1,4,5,4,4,4,4,4,1,5,5,5,5,2,1,2,2,2,2,2,5,6,5,80,2,5,5,2,60,NA,60
"KO1118011","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Student",8,3,2,3,3,3,2,3,4,3,2,4,5,4,NA,1,NA,2,2,2,3,2,5,6,5,76,NA,NA,NA,NA,NA,NA,NA
"KO1118112","2011","North Macedonia","MK","Married or living with partner","0","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",2,3,1,4,4,4,4,4,4,4,1,5,4,5,5,2,1.25,2,3,3,2,2,5,6,6,72,2,3,3,2,8,NA,8
"KO1118213","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,4,1,1,2,4,1,3,2,4,2,5,5,4,5,3,1.25,1,2,1,1,1,5,6,6,96,2,2,3,2,30,20,50
"KO1118314","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,4,1,3,3,4,4,4,4,4,1,4,4,3,4,4,2.25,3,3,3,3,3,4,5,5,60,2,1,4,2,40,NA,40
"KO1118415","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",8,3,2,4,5,4,4,4,4,4,1,5,4,4,3,3,2,3,2,2,3,2,5,6,5,72,1,2,4,2,40,NA,40
"KO1118516","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",2,4,1,2,5,4,4,4,3,4,2,5,4,2,4,2,2.25,3,3,1,2,2,4,5,4,76,2,3,4,2,50,NA,50
"KO1118617","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",2,4,2,3,5,4,4,4,4,4,1,3,3,2,5,2,2.75,3,3,1,2,3,2,6,5,72,1,2,4,2,50,NA,50
"KO1118718","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","18-24","Upper secondary education (ISCED 3)","Female","Unemployed",6,4,1,3,5,4,4,4,4,4,1,5,5,NA,NA,2,NA,2,2,1,2,2,4,5,5,84,NA,NA,NA,NA,NA,NA,NA
"KO1118819","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",4,3,4,5,5,4,4,4,3,4,2,4,3,4,5,2,2,3,3,2,2,3,3,6,5,68,2,2,4,2,40,30,70
"KO1118920","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Upper secondary education (ISCED 3)","Male","Unemployed",5,4,1,2,3,4,3,4,4,4,2,3,4,2,NA,2,NA,5,4,4,5,4,2,4,3,32,NA,NA,NA,NA,NA,NA,NA
"KO1119012","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",6,3,1,3,5,4,4,4,4,4,1,5,4,5,5,2,1.25,2,3,1,1,1,5,6,6,88,2,4,4,2,8,NA,8
"KO1119113","2011","North Macedonia","MK","Married or living with partner","0","A medium to large town","18-24","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",9,4,1,4,5,4,4,4,4,4,1,5,5,4,4,3,1.5,1,2,1,3,2,5,6,6,84,2,2,2,3,48,NA,48
"KO1119214","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,4,1,3,5,3,3,4,2,3,2,5,4,4,5,2,1.5,3,3,2,3,3,5,6,5,64,2,4,3,2,38,NA,38
"KO1119315","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,3,1,2,4,4,4,4,3,4,2,5,4,3,3,2,2.25,3,3,2,3,3,5,6,5,64,2,2,3,2,30,NA,30
"KO1119416","2011","North Macedonia","MK","Married or living with partner","3","A medium to large town","35-49","Upper secondary education (ISCED 3)","Female","Unemployed",3,4,5,5,5,4,4,4,2,4,3,2,3,2,NA,3,NA,3,3,4,4,4,3,4,3,48,NA,NA,NA,NA,NA,NA,NA
"KO1119517","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Other",7,4,2,5,5,4,4,4,4,4,1,5,4,5,5,1,1.25,2,2,2,2,3,4,5,5,76,NA,NA,NA,NA,NA,NA,NA
"KO1119618","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",7,4,1,2,3,4,4,4,4,4,1,5,4,5,5,2,1.25,2,3,2,3,2,5,5,5,72,2,4,4,2,NA,NA,NA
"KO1119719","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","50-64","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,3,1,4,5,4,4,4,4,4,1,5,4,4,2,2,2.25,2,2,3,3,2,5,6,5,72,1,2,4,2,45,NA,45
"KO1119820","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",9,4,2,4,4,4,4,4,4,4,1,5,4,3,3,2,2.25,3,2,2,3,3,5,5,5,68,2,2,3,2,40,NA,40
"KO1119921","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Female","Student",1,4,1,5,5,4,4,4,4,4,1,5,3,3,NA,1,NA,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"KO1120004","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Male","Student",5,4,1,4,5,4,4,4,4,4,1,4,5,4,5,3,1.5,1,1,1,1,3,6,6,6,92,NA,NA,NA,NA,NA,NA,NA
"KO1120105","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","65+","Lower secondary education (ISCED 2)","Male","Retired",1,3,5,5,5,4,4,4,4,4,1,NA,1,4,4,2,NA,2,2,2,2,2,NA,6,6,80,NA,NA,NA,NA,NA,NA,NA
"KO1120206","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Male","Student",5,4,1,2,4,4,4,4,4,4,1,5,5,5,5,2,1,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"KO1120307","2011","North Macedonia","MK","Married or living with partner","0","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",7,3,5,5,5,4,4,4,4,4,1,2,3,4,4,2,2.75,3,5,4,5,5,5,4,5,32,NA,NA,NA,NA,NA,NA,NA
"KO1120408","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,4,5,5,5,4,4,4,4,4,1,3,3,4,3,2,NA,4,4,2,2,NA,5,6,6,NA,5,5,5,1,24,NA,24
"KO1120509","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Male","Student",4,4,1,2,5,4,4,4,4,4,1,5,4,2,NA,4,NA,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"KO1120610","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",3,4,5,5,5,4,4,4,4,4,1,2,2,2,NA,2,NA,3,3,1,2,3,4,6,6,72,2,2,2,3,40,20,60
"KO1120711","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Female","Student",3,4,1,5,5,4,4,4,4,4,1,NA,1,4,4,4,NA,2,2,2,1,2,NA,6,6,84,NA,NA,NA,NA,NA,NA,NA
"KO1120812","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,4,5,5,5,4,4,4,3,4,2,5,4,4,4,2,1.75,1,1,1,1,1,6,6,6,100,3,4,5,1,40,NA,40
"KO1120913","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","50-64","Primary education (ISCED 1)","Female","Homemaker",2,4,5,5,5,4,4,4,4,4,1,NA,3,4,4,2,NA,2,2,5,1,1,4,6,NA,76,NA,NA,NA,NA,NA,NA,NA
"KO1121005","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",3,3,5,5,5,4,4,4,4,4,1,2,2,2,3,2,3.75,2,2,5,1,5,6,6,6,60,NA,NA,NA,NA,NA,NA,NA
"KO1121106","2011","North Macedonia","MK","Married or living with partner","1","The open countryside","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,3,2,2,5,4,4,4,2,4,3,4,4,3,4,2,2.25,2,2,2,2,2,6,6,6,80,2,2,3,2,48,25,73
"KO1121207","2011","North Macedonia","MK","Married or living with partner","3","The open countryside","65+","Primary education (ISCED 1)","Female","Homemaker",NA,3,5,5,5,4,4,4,4,4,1,4,2,4,NA,2,NA,2,2,2,2,2,6,6,6,80,NA,NA,NA,NA,NA,NA,NA
"KO1121308","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Male","Student",5,4,1,2,3,4,4,4,2,4,3,4,5,5,5,1,1.25,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"KO1121409","2011","North Macedonia","MK","Widowed and not living with partner","3","The open countryside","65+","Primary education (ISCED 1)","Female","Retired",2,3,5,5,5,4,4,4,4,4,1,3,3,4,4,2,2.5,3,3,5,5,2,6,6,6,48,NA,NA,NA,NA,NA,NA,NA
"KO1121510","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,4,1,2,5,4,4,4,4,4,1,4,4,4,4,4,2,1,1,2,2,2,6,6,6,88,4,5,5,1,40,NA,40
"KO1121611","2011","North Macedonia","MK","Married or living with partner","1","The open countryside","65+","Lower secondary education (ISCED 2)","Female","Homemaker",4,3,5,5,5,4,4,4,4,4,1,4,2,4,5,1,2.25,3,3,3,2,2,6,6,6,68,NA,NA,NA,NA,NA,NA,NA
"KO1121712","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",4,4,5,5,5,4,4,4,4,4,1,2,4,3,NA,2,NA,2,2,2,2,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
"KO1121813","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Female","Unemployed",4,3,1,5,5,4,4,4,4,4,1,4,4,3,4,2,2.25,3,3,2,2,2,NA,6,6,72,NA,NA,NA,NA,NA,NA,NA
"KO1122006","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Female","Student",8,4,2,5,5,4,4,4,4,4,1,5,5,4,5,1,1.25,2,2,1,2,2,5,6,6,84,NA,NA,NA,NA,NA,NA,NA
"KO1122107","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",3,4,4,5,5,4,4,4,4,4,1,4,4,4,4,4,2,2,2,2,2,3,5,6,6,76,2,4,4,2,30,NA,30
"KO1122208","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Unemployed",6,3,5,1,5,4,4,4,4,4,1,4,4,4,4,2,2,2,3,2,2,3,5,6,6,72,NA,NA,NA,NA,NA,NA,NA
"KO1122309","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,4,1,4,5,4,4,4,3,4,2,4,5,5,4,2,1.5,2,2,2,3,3,5,6,6,72,3,4,4,1,10,NA,10
"KO1122511","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,4,1,4,5,4,4,4,4,4,1,5,5,4,5,1,1.25,2,2,1,2,1,5,6,6,88,4,4,5,1,60,NA,60
"KO1124614","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Male","Unemployed",4,4,1,4,5,4,4,4,4,4,1,5,5,4,4,1,1.5,2,2,1,2,2,5,6,6,84,NA,NA,NA,NA,NA,NA,NA
"KO1124715","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","65+","Primary education (ISCED 1)","Female","Homemaker",9,3,5,5,5,4,4,4,4,4,1,5,3,4,4,1,2,2,2,2,2,2,4,6,6,80,NA,NA,NA,NA,NA,NA,NA
"KO1125009","2011","North Macedonia","MK","Married or living with partner","1","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",7,4,5,4,5,4,4,4,3,4,2,4,4,4,4,2,2,2,2,1,2,2,5,6,6,84,NA,NA,NA,NA,NA,NA,NA
"KO1127718","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Female","Student",8,4,1,4,4,4,4,4,4,4,1,5,5,5,5,2,1,2,2,1,3,2,6,6,6,80,NA,NA,NA,NA,NA,NA,NA
"KO1127920","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","50-64","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",5,4,5,5,5,4,4,4,4,4,1,4,4,4,4,4,2,2,2,2,2,4,5,6,6,72,2,4,4,2,48,NA,48
"KO1128012","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",6,3,5,5,5,4,4,4,4,4,1,5,4,3,4,2,2,3,3,2,3,3,5,5,5,64,2,1,3,2,40,NA,40
"KO1128113","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",3,4,5,4,4,4,4,4,4,4,1,2,2,2,3,2,3.75,5,5,2,4,4,2,6,6,40,NA,NA,NA,NA,NA,NA,NA
"KO1132310","2011","North Macedonia","MK","Married or living with partner","1","The open countryside","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,3,1,2,5,4,4,4,4,4,1,5,5,4,5,2,1.25,2,2,1,2,1,5,6,6,88,2,2,4,2,40,NA,40
"KO1132411","2011","North Macedonia","MK","Married or living with partner","0","The open countryside","50-64","Lower secondary education (ISCED 2)","Male","Retired",5,4,5,5,5,4,4,4,4,4,1,3,3,1,NA,4,NA,4,4,5,5,4,2,4,4,32,NA,NA,NA,NA,NA,NA,NA
"KO1132512","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",8,3,5,4,4,4,3,4,3,3,2,4,5,3,4,4,2,2,2,1,2,2,5,6,5,84,2,2,3,2,40,15,55
"KO1132613","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Tertiary education - first level (ISCED 5)","Female","Unemployed",9,4,1,3,4,4,3,4,4,4,2,4,5,4,NA,1,NA,2,1,2,2,2,5,5,5,84,NA,NA,NA,NA,NA,NA,NA
"KO1132714","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",9,4,1,3,3,4,3,4,4,4,2,4,5,4,5,2,1.5,2,2,2,2,2,5,6,6,80,2,3,3,2,40,NA,40
"KO1132815","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Female","Homemaker",6,3,5,5,5,4,4,4,4,4,1,4,2,2,5,1,2.75,3,2,1,3,4,5,6,5,68,NA,NA,NA,NA,NA,NA,NA
"KO1132916","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",3,4,4,3,5,4,4,4,4,4,1,2,3,NA,5,1,NA,2,2,1,1,3,3,6,6,84,NA,NA,NA,NA,NA,NA,NA
"KO1133008","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Female","Unemployed",8,3,1,3,4,3,3,4,4,3,2,5,4,4,5,3,1.5,2,2,2,3,3,5,6,5,72,NA,NA,NA,NA,NA,NA,NA
"KO1133109","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",6,4,1,3,4,4,3,2,4,3,2,3,4,2,3,2,3,4,3,3,4,2,2,5,4,56,2,1,4,2,48,NA,48
"KO1133210","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",6,4,1,3,5,3,2,4,4,4,2,1,3,2,1,1,4.25,5,4,5,5,5,5,5,6,24,1,2,1,3,48,15,63
"KO1133311","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","18-24","Tertiary education - first level (ISCED 5)","Male","Student",5,3,1,3,4,3,3,2,3,4,2,2,4,3,2,3,3.25,3,2,3,4,2,3,4,6,64,NA,NA,NA,NA,NA,NA,NA
"KO1133412","2011","North Macedonia","MK","Married or living with partner","3","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",6,2,3,4,5,1,4,3,3,4,2,2,3,4,3,2,3,5,4,3,2,1,5,4,3,60,2,1,2,3,40,NA,40
"KO1133513","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",7,4,3,2,4,2,3,3,4,4,2,1,3,2,2,1,4,3,2,4,3,2,3,2,1,64,4,4,5,1,25,NA,25
"KO1133614","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,2,1,2,2,3,2,3,3,3,2,3,3,4,4,1,2.5,3,2,3,4,4,4,3,3,56,4,5,4,1,30,NA,30
"KO1133715","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","18-24","Tertiary education - first level (ISCED 5)","Male","Student",7,2,3,3,2,3,2,3,4,4,2,2,2,3,4,3,3.25,3,2,3,2,2,3,3,3,72,NA,NA,NA,NA,NA,NA,NA
"KO1133816","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",6,2,2,2,2,3,4,4,3,4,2,2,2,2,3,3,3.75,3,3,4,4,5,6,5,5,44,2,3,3,2,40,NA,40
"KO1133917","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",5,4,1,2,5,3,3,3,4,4,2,2,1,1,2,1,4.5,4,4,4,4,4,4,4,4,40,2,3,3,2,40,NA,40
"KO1134009","2011","North Macedonia","MK","Never married and not living with partner","0","A city or city suburb","18-24","Tertiary education - first level (ISCED 5)","Female","Student",1,5,1,4,5,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,2,5,5,5,80,NA,NA,NA,NA,NA,NA,NA
"KO1134110","2011","North Macedonia","MK","Married or living with partner","2","A city or city suburb","50-64","Lower secondary education (ISCED 2)","Male","Retired",1,5,5,5,5,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,60,NA,NA,NA,NA,NA,NA,NA
"KO1134211","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","18-24","Tertiary education - first level (ISCED 5)","Female","Student",2,5,1,5,5,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,2,5,5,5,80,NA,NA,NA,NA,NA,NA,NA
"KO1134312","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",1,5,5,5,5,4,4,4,4,4,1,4,3,4,4,2,2.25,3,3,3,3,3,5,5,5,60,3,3,3,1,40,NA,40
"KO1134413","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","65+","Upper secondary education (ISCED 3)","Male","Retired",1,5,5,5,5,4,4,4,4,4,1,4,3,3,3,2,2.75,3,3,3,3,3,4,4,4,60,NA,NA,NA,NA,NA,NA,NA
"KO1134514","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","18-24","Tertiary education - first level (ISCED 5)","Female","Student",1,5,1,5,5,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,2,6,5,6,80,NA,NA,NA,NA,NA,NA,NA
"KO1134615","2011","North Macedonia","MK","Married or living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",2,5,2,5,5,4,4,4,4,4,1,4,4,4,4,3,2,2,2,2,2,2,6,6,6,80,3,3,3,1,40,NA,40
"KO1134716","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",1,5,1,4,5,4,4,4,4,4,1,4,4,4,4,3,2,2,2,2,2,2,6,6,6,80,3,3,4,1,40,NA,40
"KO1134817","2011","North Macedonia","MK","Never married and not living with partner","0","The open countryside","18-24","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",1,4,1,2,4,4,4,4,4,4,1,2,1,2,3,1,4,1,1,1,1,1,5,6,6,100,4,4,4,1,36,NA,36
"KO1134918","2011","North Macedonia","MK","Married or living with partner","5 or more children","A medium to large town","65+","Lower secondary education (ISCED 2)","Male","Retired",2,2,5,5,5,4,4,4,4,4,1,4,1,3,4,1,3,2,2,3,3,3,4,5,6,68,NA,NA,NA,NA,NA,NA,NA
"KO1135010","2011","North Macedonia","MK","Widowed and not living with partner","3","A village/small town","50-64","Upper secondary education (ISCED 3)","Male","Unemployed",6,3,4,5,4,3,3,4,3,4,2,5,2,2,3,2,3,2,2,3,2,3,2,4,5,72,NA,NA,NA,NA,NA,NA,NA
"KO1135111","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",1,4,1,5,5,4,4,4,4,4,1,2,2,4,4,2,3,2,2,2,2,2,6,6,6,80,1,1,4,2,40,NA,40
"KO1135212","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Upper secondary education (ISCED 3)","Female","Unemployed",8,4,2,5,5,4,4,4,4,4,1,4,2,2,NA,2,NA,2,2,2,2,2,6,6,6,80,NA,NA,NA,NA,NA,NA,NA
"KO1135313","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,4,2,2,4,4,4,4,4,4,1,5,4,5,5,1,1.25,2,2,2,2,2,4,4,4,80,2,1,5,2,40,NA,40
"KO1135414","2011","North Macedonia","MK","Married or living with partner","0","A medium to large town","50-64","Upper secondary education (ISCED 3)","Female","Unemployed",2,3,5,5,5,4,4,4,4,4,1,5,2,2,2,3,3.25,3,3,3,3,3,5,6,6,60,NA,NA,NA,NA,NA,NA,NA
"KO1135515","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",1,4,1,4,5,4,4,4,3,4,2,4,2,4,5,1,2.25,2,2,2,2,2,5,6,6,80,2,3,4,2,48,NA,48
"KO1135616","2011","North Macedonia","MK","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Female","Unemployed",1,4,2,5,5,4,NA,NA,NA,NA,1,1,1,1,1,1,5,2,2,2,2,2,6,6,6,80,NA,NA,NA,NA,NA,NA,NA
"KO1135717","2011","North Macedonia","MK","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",3,3,1,5,5,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,2,5,6,6,80,3,4,4,1,40,20,60
"KO1135818","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","18-24","Upper secondary education (ISCED 3)","Male","Other",1,4,1,2,5,4,4,4,4,4,1,4,4,3,4,2,2.25,1,2,2,1,2,6,6,6,88,NA,NA,NA,NA,NA,NA,NA
"KO1135919","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",1,3,1,2,5,4,4,4,4,4,1,4,4,4,4,2,2,4,4,3,3,3,3,3,3,52,2,3,4,2,40,NA,40
"KO1136011","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","50-64","Upper secondary education (ISCED 3)","Female","Unemployed",3,3,2,5,5,4,4,4,4,4,1,4,3,4,4,2,2.25,3,3,2,3,3,4,6,5,64,NA,NA,NA,NA,NA,NA,NA
"KO1136112","2011","North Macedonia","MK","Married or living with partner","3","A medium to large town","50-64","Upper secondary education (ISCED 3)","Male","Retired",3,4,5,5,5,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,3,5,6,6,76,NA,NA,NA,NA,NA,NA,NA
"KO1136213","2011","North Macedonia","MK","Never married and not living with partner","0","A medium to large town","25-34","Upper secondary education (ISCED 3)","Female","Other",4,4,1,2,5,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,2,5,5,6,80,NA,NA,NA,NA,NA,NA,NA
"KO1136314","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",3,4,1,5,5,4,4,4,4,4,1,4,4,4,4,2,2,3,3,3,3,4,4,6,6,56,NA,NA,NA,NA,NA,NA,NA
"KO1136415","2011","North Macedonia","MK","Married or living with partner","2","A medium to large town","25-34","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",5,4,3,5,5,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,3,2,5,6,6,76,2,2,2,3,52,NA,52
"KO1136516","2011","North Macedonia","MK","Married or living with partner","5 or more children","A medium to large town","65+","No education completed (ISCED 0)","Male","Retired",3,1,5,5,5,4,4,4,4,4,1,4,3,4,4,2,2.25,5,5,6,5,5,3,6,6,16,NA,NA,NA,NA,NA,NA,NA
